Keith CARROLL POSITION,Keith CARROLL LAP TIME,Keith CARROLL ELAPSED TIME,Davide VISCARDI POSITION,Davide VISCARDI LAP TIME,Davide VISCARDI ELAPSED TIME,Alex VARNYU POSITION,Alex VARNYU LAP TIME,Alex VARNYU ELAPSED TIME,Einar AGDESTEIN POSITION,Einar AGDESTEIN LAP TIME,Einar AGDESTEIN ELAPSED TIME
1,13.37,13.37,2,13.52,,3,13.61,13.61,4,13.74,13.74
1,10.79,24.16,2,10.75,,3,10.77,24.38,4,10.76,24.50
1,10.69,34.85,2,10.68,,3,10.70,35.08,4,10.71,35.21
1,10.02,44.87,2,10.03,,3,10.02,45.10,4,9.94,45.15
1,9.65,54.52,2,9.64,,3,9.60,54.70,4,9.70,54.85
1,9.42,1:03.94,2,9.42,,3,9.45,1:04.15,4,9.40,1:04.25
1,9.20,1:13.14,2,9.20,,3,9.20,1:13.35,4,9.26,1:13.51
1,9.19,1:22.33,2,9.21,,3,9.20,1:22.55,4,9.34,1:22.85
0,,PHOTO,0,,PHOTO,0,,PHOTO,3,9.65,1:32.478
