Patrick DUFFY POSITION,Patrick DUFFY LAP TIME,Patrick DUFFY ELAPSED TIME,SIN da Woon POSITION,SIN da Woon LAP TIME,SIN da Woon ELAPSED TIME,LEPAPE Sebastien POSITION,LEPAPE Sebastien LAP TIME,LEPAPE Sebastien ELAPSED TIME,Zachary BIGGS POSITION,Zachary BIGGS LAP TIME,Zachary BIGGS ELAPSED TIME,ZHAXYBAYEV Mersaid POSITION,ZHAXYBAYEV Mersaid LAP TIME,ZHAXYBAYEV Mersaid ELAPSED TIME
1,12.76,12.76,3,13.04,,2,12.92,,4,13.12,13.12,5,13.27,13.27
1,9.89,22.65,3,9.86,,2,9.86,,5,9.97,23.09,4,9.73,23.00
1,9.49,32.14,3,9.46,,2,9.46,,5,9.46,32.55,4,9.49,32.49
1,9.33,41.47,2,9.20,,3,9.43,,5,9.29,41.84,4,9.20,41.69
1,9.05,50.52,2,9.07,,4,9.33,,3,9.09,50.93,5,9.41,51.10
1,9.16,59.68,2,9.17,,4,9.07,,3,9.05,59.98,5,9.09,1:00.19
1,9.02,1:08.70,2,9.01,,4,9.06,,3,9.05,1:09.03,5,9.03,1:09.22
1,9.09,1:17.79,2,9.00,,4,9.14,,3,9.10,1:18.13,5,9.21,1:18.43
2,9.25,1:27.04,1,8.97,,4,9.26,,2,9.23,1:27.342,3,9.14,1:27.557
