Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME,de LAAT Itzhak POSITION,de LAAT Itzhak LAP TIME,de LAAT Itzhak ELAPSED TIME,SHULGINOV Alexander POSITION,SHULGINOV Alexander LAP TIME,SHULGINOV Alexander ELAPSED TIME,Sean McANUFF POSITION,Sean McANUFF LAP TIME,Sean McANUFF ELAPSED TIME,Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME
1,6.81,6.81,2,6.95,6.95,3,7.17,7.17,4,7.33,7.33,5,7.47,7.47
1,8.84,15.65,2,8.80,15.75,3,8.76,15.93,5,9.15,16.48,4,8.93,16.40
1,8.35,24.00,2,8.36,24.11,3,8.36,24.29,5,8.76,25.24,4,8.54,24.94
1,8.52,32.52,2,8.49,32.60,3,8.44,32.73,5,8.88,34.12,4,8.76,33.70
1,8.75,41.27,2,8.73,41.33,3,8.72,41.45,5,9.15,43.27,4,9.31,43.01
