BYKANOV Vladislav POSITION,BYKANOV Vladislav LAP TIME,BYKANOV Vladislav ELAPSED TIME,Mark JACKSON POSITION,Mark JACKSON LAP TIME,Mark JACKSON ELAPSED TIME,Satoshi SAKASHITA POSITION,Satoshi SAKASHITA LAP TIME,Satoshi SAKASHITA ELAPSED TIME,Paul WORTH POSITION,Paul WORTH LAP TIME,Paul WORTH ELAPSED TIME
3,7.14,7.14,2,6.81,6.81,1,6.67,6.67,4,7.16,7.16
3,9.59,16.73,1,9.26,16.07,4,20.49,27.16,2,8.97,16.13
3,9.32,26.05,2,9.11,25.18,4,22.82,49.98,1,8.86,24.99
3,9.59,35.64,2,9.10,34.28,4,14.47,1:04.45,1,9.14,34.13
3,10.03,45.668,2,9.46,43.739,4,13.77,1:18.218,1,9.49,43.614
