CONFORTOLA Yuri POSITION,CONFORTOLA Yuri LAP TIME,CONFORTOLA Yuri ELAPSED TIME,Necmettin Berk YETISKEN POSITION,Necmettin Berk YETISKEN LAP TIME,Necmettin Berk YETISKEN ELAPSED TIME,Mikkel K ORITSLAND POSITION,Mikkel K ORITSLAND LAP TIME,Mikkel K ORITSLAND ELAPSED TIME,Victor MARTINEZ-BLANCH POSITION,Victor MARTINEZ-BLANCH LAP TIME,Victor MARTINEZ-BLANCH ELAPSED TIME
1,7.25,7.25,3,7.63,7.63,2,7.46,7.46,4,7.76,7.76
1,9.42,16.67,2,9.54,17.17,3,9.74,17.20,4,9.91,17.67
1,8.78,25.45,2,8.96,26.13,3,9.42,26.62,4,9.58,27.25
1,8.98,34.43,2,9.10,35.23,3,9.44,36.06,4,9.78,37.03
1,9.37,43.792,2,9.32,44.541,3,9.73,45.790,4,9.93,46.957
