BYKANOV Vladislav POSITION,BYKANOV Vladislav LAP TIME,BYKANOV Vladislav ELAPSED TIME,HANDEI Volodymyr POSITION,HANDEI Volodymyr LAP TIME,HANDEI Volodymyr ELAPSED TIME,Shaoang LIU POSITION,Shaoang LIU LAP TIME,Shaoang LIU ELAPSED TIME,Freek van der WART POSITION,Freek van der WART LAP TIME,Freek van der WART ELAPSED TIME
2,6.95,6.95,4,7.24,7.24,1,6.79,6.79,3,7.08,7.08
2,8.79,15.74,4,9.11,16.35,1,8.79,15.58,3,8.83,15.91
2,8.41,24.15,4,8.83,25.18,1,8.44,24.02,3,8.36,24.27
2,8.45,32.60,4,9.06,34.24,1,8.45,32.47,3,8.43,32.70
2,8.58,41.18,4,9.34,43.58,1,8.67,41.14,3,8.59,41.29
