Luca LIM POSITION,Luca LIM LAP TIME,Luca LIM ELAPSED TIME,CECH Danielius POSITION,CECH Danielius LAP TIME,CECH Danielius ELAPSED TIME,MIYATA Shogo POSITION,MIYATA Shogo LAP TIME,MIYATA Shogo ELAPSED TIME,Jonathan SO POSITION,Jonathan SO LAP TIME,Jonathan SO ELAPSED TIME,LIAO Wei-Cheng POSITION,LIAO Wei-Cheng LAP TIME,LIAO Wei-Cheng ELAPSED TIME
2,12.37,12.37,5,14.09,14.09,4,13.08,,1,12.27,12.27,3,12.56,12.56
2,9.31,21.68,5,9.89,23.98,3,8.83,,1,9.31,21.58,3,9.35,21.91
2,9.30,30.98,5,9.85,33.83,3,9.22,,1,9.30,30.88,4,9.40,31.31
2,9.33,40.31,5,10.20,44.03,3,9.30,,1,9.32,40.20,4,9.66,40.97
2,9.17,49.48,5,10.69,54.72,3,9.15,,1,9.18,49.38,4,10.11,51.08
2,9.23,58.71,5,11.22,1:05.94,3,9.21,,1,9.25,58.63,4,10.45,1:01.53
2,9.58,1:08.29,5,11.62,1:17.56,3,9.51,,1,9.54,1:08.17,4,10.80,1:12.33
2,9.72,1:18.01,5,11.83,1:29.39,3,10.51,,1,9.66,1:17.83,4,11.35,1:23.68
2,9.67,1:27.68,5,11.94,1:41.33,3,11.10,,1,9.81,1:27.64,4,11.91,1:35.59
