Christin PRIEBST POSITION,Christin PRIEBST LAP TIME,Christin PRIEBST ELAPSED TIME,Alex STANLEY POSITION,Alex STANLEY LAP TIME,Alex STANLEY ELAPSED TIME,Magdalena SZWAJLIK POSITION,Magdalena SZWAJLIK LAP TIME,Magdalena SZWAJLIK ELAPSED TIME,Safiya VLASOVA POSITION,Safiya VLASOVA LAP TIME,Safiya VLASOVA ELAPSED TIME
3,13.91,13.91,2,13.80,13.80,4,13.99,13.99,1,13.61,13.61
3,10.32,24.23,2,10.35,24.15,4,10.36,24.35,1,10.45,24.06
3,10.31,34.54,1,10.19,34.34,4,10.32,34.67,2,10.38,34.44
3,10.25,44.79,1,10.31,44.65,4,10.23,44.90,2,10.31,44.75
2,9.99,54.78,1,10.05,54.70,4,10.20,55.10,3,10.19,54.94
2,10.02,1:04.80,1,10.01,1:04.71,4,10.05,1:05.15,3,10.02,1:04.96
2,10.22,1:15.02,1,10.22,1:14.93,4,10.13,1:15.28,3,10.18,1:15.14
1,10.37,1:25.39,2,10.46,1:25.39,4,10.46,1:25.74,3,10.50,1:25.64
1,10.10,1:35.484,2,10.68,1:36.064,4,10.66,1:36.398,3,10.61,1:36.246
