Hyo-Jung KIM POSITION,Hyo-Jung KIM LAP TIME,Hyo-Jung KIM ELAPSED TIME,Nina EVTEEVA POSITION,Nina EVTEEVA LAP TIME,Nina EVTEEVA ELAPSED TIME,Amanda OVERLAND POSITION,Amanda OVERLAND LAP TIME,Amanda OVERLAND ELAPSED TIME,WANG Wei POSITION,WANG Wei LAP TIME,WANG Wei ELAPSED TIME
3,13.394,13.394,2,13.394,13.394,1,13.247,13.247,4,13.650,13.650
3,9.920,23.314,1,9.724,23.118,2,9.978,23.225,4,9.797,23.447
3,9.488,32.802,1,9.567,32.684,2,9.549,32.773,4,9.625,33.071
2,9.620,42.421,3,9.794,42.478,1,9.586,42.358,4,9.645,42.716
2,10.103,52.523,3,10.047,52.524,1,9.991,52.348,4,9.875,52.590
2,9.716,1:02.238,4,10.155,1:02.678,1,9.692,1:02.040,3,9.793,1:02.383
2,9.837,1:12.075,4,9.962,1:12.640,1,9.882,1:11.922,3,9.822,1:12.205
2,9.806,1:21.881,4,11.093,1:23.732,1,9.855,1:21.777,3,9.796,1:22.000
1,10.00,1:31.879,4,9.59,1:33.316,3,10.42,1:32.192,2,9.98,1:31.976
