BINEY Maame POSITION,BINEY Maame LAP TIME,BINEY Maame ELAPSED TIME,LEE Yu Bin POSITION,LEE Yu Bin LAP TIME,LEE Yu Bin ELAPSED TIME,Michaela KUNCIROVA POSITION,Michaela KUNCIROVA LAP TIME,Michaela KUNCIROVA ELAPSED TIME,Melanie BRANTNER POSITION,Melanie BRANTNER LAP TIME,Melanie BRANTNER ELAPSED TIME,Anna SEIDEL POSITION,Anna SEIDEL LAP TIME,Anna SEIDEL ELAPSED TIME,SZILICZEI-NEMET Rebeka POSITION,SZILICZEI-NEMET Rebeka LAP TIME,SZILICZEI-NEMET Rebeka ELAPSED TIME
5,15.77,,3,15.52,15.52,1,15.28,15.28,6,15.98,15.98,4,15.65,15.65,2,15.40,15.40
4,11.56,,3,11.80,27.32,1,11.79,27.07,6,11.57,27.55,5,11.77,27.42,2,11.79,27.19
4,10.43,,3,10.31,37.63,1,10.29,37.36,6,10.65,38.20,5,10.43,37.85,2,10.35,37.54
4,9.70,,3,9.70,47.33,1,9.78,47.14,6,10.26,48.46,5,9.72,47.57,2,9.70,47.24
4,9.85,,3,9.83,57.16,1,9.90,57.04,6,10.41,58.87,5,9.84,57.41,1,9.80,57.04
3,9.74,,1,9.78,1:06.94,5,10.34,1:07.38,6,10.74,1:09.61,4,9.77,1:07.18,2,9.97,1:07.01
5,11.94,,1,9.40,1:16.34,4,10.36,1:17.74,6,10.99,1:20.60,2,9.58,1:16.76,3,10.58,1:17.59
5,11.59,,1,9.73,1:26.07,4,10.57,1:28.31,6,11.15,1:31.75,2,9.39,1:26.15,3,10.61,1:28.20
5,11.89,,1,9.74,1:35.81,4,10.99,1:39.30,6,11.43,1:43.18,2,9.76,1:35.91,3,10.90,1:39.10
