KNEGT Sjinkie POSITION,KNEGT Sjinkie LAP TIME,KNEGT Sjinkie ELAPSED TIME,Ruslan ZAKHAROV POSITION,Ruslan ZAKHAROV LAP TIME,Ruslan ZAKHAROV ELAPSED TIME,Torsten KROEGER POSITION,Torsten KROEGER LAP TIME,Torsten KROEGER ELAPSED TIME,Jacob JANSSON POSITION,Jacob JANSSON LAP TIME,Jacob JANSSON ELAPSED TIME
1,6.71,6.71,2,7.01,7.01,3,7.19,7.19,4,7.39,7.39
1,8.93,15.64,2,8.95,15.96,3,8.90,16.09,4,9.40,16.79
1,8.48,24.12,2,8.55,24.51,3,8.60,24.69,4,9.28,26.07
1,8.59,32.71,2,8.63,33.14,3,8.73,33.42,4,9.33,35.40
1,8.79,41.497,2,8.82,41.955,3,9.07,42.484,4,9.73,45.126
