YANG Jin POSITION,YANG Jin LAP TIME,YANG Jin ELAPSED TIME,Kyle UYEHARA POSITION,Kyle UYEHARA LAP TIME,Kyle UYEHARA ELAPSED TIME,Serhiy LIFYRENKO POSITION,Serhiy LIFYRENKO LAP TIME,Serhiy LIFYRENKO ELAPSED TIME,Adam FILIPOWICZ POSITION,Adam FILIPOWICZ LAP TIME,Adam FILIPOWICZ ELAPSED TIME
1,6.82,6.82,2,7.01,7.01,3,7.25,7.25,4,7.35,7.35
1,8.95,15.77,2,8.96,15.97,4,9.30,16.55,3,9.04,16.39
1,8.93,24.70,2,8.89,24.86,4,9.14,25.69,3,9.01,25.40
1,9.15,33.85,2,9.09,33.95,4,9.30,34.99,3,9.21,34.61
1,8.79,42.631,2,8.73,42.672,4,8.73,43.721,3,8.87,43.480
