JIN Liang POSITION,JIN Liang LAP TIME,JIN Liang ELAPSED TIME,SUI Xin POSITION,SUI Xin LAP TIME,SUI Xin ELAPSED TIME,Billy SIMMS POSITION,Billy SIMMS LAP TIME,Billy SIMMS ELAPSED TIME,GOEMINNE Gert-Jan POSITION,GOEMINNE Gert-Jan LAP TIME,GOEMINNE Gert-Jan ELAPSED TIME
1,6.84,6.84,2,6.94,6.94,3,7.18,7.18,4,7.27,7.27
1,8.90,15.74,2,8.97,15.91,3,8.99,16.17,4,8.99,16.26
1,8.70,24.44,2,8.63,24.54,4,8.86,25.03,3,8.60,24.86
1,8.86,33.30,2,8.90,33.44,4,8.77,33.80,3,8.85,33.71
1,8.98,42.274,2,9.07,42.493,4,9.15,42.943,3,9.02,42.721
