EYBOG Daniil POSITION,EYBOG Daniil LAP TIME,EYBOG Daniil ELAPSED TIME,DUBOIS Steven POSITION,DUBOIS Steven LAP TIME,DUBOIS Steven ELAPSED TIME,NIKISHA Denis POSITION,NIKISHA Denis LAP TIME,NIKISHA Denis ELAPSED TIME,Melle van 'T WOUT POSITION,Melle van 'T WOUT LAP TIME,Melle van 'T WOUT ELAPSED TIME,PETRE Ward POSITION,PETRE Ward LAP TIME,PETRE Ward ELAPSED TIME
2,6.85,6.85,1,6.74,6.74,3,7.05,7.05,4,7.20,7.20,5,7.42,7.42
2,8.85,15.70,1,8.83,15.57,3,8.84,15.89,4,8.78,15.98,5,8.70,16.12
2,8.17,23.87,1,8.21,23.78,3,8.19,24.08,4,8.24,24.22,5,8.22,24.34
1,8.25,32.12,2,8.37,32.15,3,8.26,32.34,4,8.26,32.48,5,8.36,32.70
0,8.77,40.89,1,8.63,40.78,4,8.59,40.939,0,8.41,40.89,5,8.37,41.073
