DESMET Stijn POSITION,DESMET Stijn LAP TIME,DESMET Stijn ELAPSED TIME,MOODY Jonathan POSITION,MOODY Jonathan LAP TIME,MOODY Jonathan ELAPSED TIME,Edin BRANKOVIC POSITION,Edin BRANKOVIC LAP TIME,Edin BRANKOVIC ELAPSED TIME,SEJPAL Zdenek POSITION,SEJPAL Zdenek LAP TIME,SEJPAL Zdenek ELAPSED TIME,Semen ELISTRATOV POSITION,Semen ELISTRATOV LAP TIME,Semen ELISTRATOV ELAPSED TIME
1,6.91,6.91,2,7.16,7.16,4,7.44,7.44,5,7.58,7.58,3,7.35,7.35
1,8.99,15.90,3,9.33,16.49,5,9.44,16.88,4,9.29,16.87,2,8.93,16.28
1,8.58,24.48,3,8.81,25.30,5,9.14,26.02,4,8.87,25.74,2,8.49,24.77
1,8.67,33.15,3,8.92,34.22,5,9.18,35.20,4,9.02,34.76,2,8.54,33.31
0,8.97,42.12,3,9.05,43.27,5,9.23,44.43,4,9.22,43.98,0,8.80,42.11
