Petia GEORGIEVA POSITION,Petia GEORGIEVA LAP TIME,Petia GEORGIEVA ELAPSED TIME,Ayuko ITO POSITION,Ayuko ITO LAP TIME,Ayuko ITO ELAPSED TIME,ZHANG Hui POSITION,ZHANG Hui LAP TIME,ZHANG Hui ELAPSED TIME,SHIN Sae-Bom POSITION,SHIN Sae-Bom LAP TIME,SHIN Sae-Bom ELAPSED TIME
3,13.86,13.86,2,13.66,13.66,1,13.56,13.56,4,14.64,14.64
4,10.86,24.72,2,10.88,24.54,3,10.98,24.54,1,9.88,24.52
4,11.38,36.10,1,11.16,35.71,3,11.39,35.94,2,11.40,35.93
4,10.66,46.77,1,10.23,45.95,3,10.27,46.22,2,10.24,46.18
4,10.45,57.22,1,9.79,55.74,3,9.84,56.06,2,9.80,55.99
4,10.74,1:07.96,1,9.90,1:05.64,3,9.84,1:05.91,2,9.89,1:05.88
4,11.11,1:19.07,1,9.98,1:15.62,3,10.00,1:15.92,2,9.96,1:15.84
4,11.29,1:30.37,1,9.89,1:25.52,2,9.95,1:25.87,3,10.09,1:25.93
4,11.90,1:42.269,2,10.57,1:36.083,3,10.30,1:36.169,1,10.14,1:36.069
