Aliaksandr ANTANENKA POSITION,Aliaksandr ANTANENKA LAP TIME,Aliaksandr ANTANENKA ELAPSED TIME,Petr HARGAS POSITION,Petr HARGAS LAP TIME,Petr HARGAS ELAPSED TIME,Jack WHELBOURNE POSITION,Jack WHELBOURNE LAP TIME,Jack WHELBOURNE ELAPSED TIME,Maxime CHATAIGNIER POSITION,Maxime CHATAIGNIER LAP TIME,Maxime CHATAIGNIER ELAPSED TIME
4,14.43,14.43,3,14.34,14.34,2,14.33,14.33,1,14.23,14.23
4,10.94,25.37,3,10.93,25.27,1,10.76,25.09,2,10.94,25.17
4,11.02,36.39,2,10.93,36.20,1,11.04,36.13,3,11.08,36.25
4,10.52,46.91,2,10.54,46.74,1,10.51,46.64,3,10.57,46.82
4,10.14,57.05,2,10.12,56.86,1,10.12,56.76,3,10.14,56.96
4,9.85,1:06.90,2,9.87,1:06.73,1,9.85,1:06.61,3,9.86,1:06.82
4,9.53,1:16.43,2,9.45,1:16.18,1,9.49,1:16.10,3,9.46,1:16.28
4,9.12,1:25.55,3,9.19,1:25.37,1,9.05,1:25.15,2,8.95,1:25.23
4,9.16,1:34.704,3,9.20,1:34.561,1,8.88,1:34.023,2,8.80,1:34.030
