Jeff SIMON POSITION,Jeff SIMON LAP TIME,Jeff SIMON ELAPSED TIME,Olivier JEAN POSITION,Olivier JEAN LAP TIME,Olivier JEAN ELAPSED TIME,KWAK Yoon-Gy POSITION,KWAK Yoon-Gy LAP TIME,KWAK Yoon-Gy ELAPSED TIME,KNEGT Sjinkie POSITION,KNEGT Sjinkie LAP TIME,KNEGT Sjinkie ELAPSED TIME
3,6.84,6.84,1,6.73,6.73,2,6.81,6.81,4,7.15,7.15
2,8.99,15.83,1,9.05,15.78,3,9.03,15.84,4,8.89,16.04
3,8.70,24.53,1,8.68,24.46,2,8.62,24.47,4,8.79,24.83
4,24.02,48.56,2,8.71,33.18,1,8.44,32.92,3,8.52,33.36
4,34.16,1:22.717,2,8.78,41.953,1,9.00,41.916,3,8.65,42.009
