Fabio CARTA POSITION,Fabio CARTA LAP TIME,Fabio CARTA ELAPSED TIME,Arian NACHBAR POSITION,Arian NACHBAR LAP TIME,Arian NACHBAR ELAPSED TIME,Benjamin KOCH POSITION,Benjamin KOCH LAP TIME,Benjamin KOCH ELAPSED TIME,Mikael MESSING POSITION,Mikael MESSING LAP TIME,Mikael MESSING ELAPSED TIME
2,7.009,7.009,1,6.655,6.655,3,7.177,7.177,4,7.338,7.338
2,9.414,16.423,1,9.502,16.157,4,9.756,16.932,3,9.583,16.920
2,9.244,25.666,1,9.349,25.506,3,9.369,26.300,4,9.462,26.382
2,9.416,35.081,1,9.389,34.895,3,9.593,35.893,4,9.769,36.151
1,9.50,44.580,2,9.69,44.581,3,10.02,45.909,4,9.99,46.140
