KONYA Zsofia POSITION,KONYA Zsofia LAP TIME,KONYA Zsofia ELAPSED TIME,Patrycja MALISZEWSKA POSITION,Patrycja MALISZEWSKA LAP TIME,Patrycja MALISZEWSKA ELAPSED TIME,Marianne ST-GELAIS POSITION,Marianne ST-GELAIS LAP TIME,Marianne ST-GELAIS ELAPSED TIME,VIVIANI Elena POSITION,VIVIANI Elena LAP TIME,VIVIANI Elena ELAPSED TIME,FAN Kexin POSITION,FAN Kexin LAP TIME,FAN Kexin ELAPSED TIME
5,14.68,14.68,2,14.28,14.28,4,14.53,14.53,1,14.15,14.15,3,14.39,14.39
5,11.09,25.77,1,11.12,25.40,4,11.09,25.62,3,11.37,25.52,2,11.07,25.46
5,11.04,36.81,1,10.99,36.39,3,11.00,36.62,4,11.11,36.63,2,11.03,36.49
5,10.14,46.95,2,10.30,46.69,3,10.09,46.71,4,10.20,46.83,1,10.12,46.61
5,10.00,56.95,3,10.00,56.69,1,9.74,56.45,4,9.97,56.80,2,9.99,56.60
5,9.98,1:06.93,4,10.12,1:06.81,1,10.04,1:06.49,3,9.88,1:06.68,2,9.99,1:06.59
5,9.98,1:16.91,4,9.94,1:16.75,1,9.90,1:16.39,3,9.89,1:16.57,2,9.88,1:16.47
5,9.81,1:26.72,4,9.83,1:26.58,1,9.68,1:26.07,3,9.73,1:26.30,2,9.71,1:26.18
5,9.97,1:36.684,4,10.01,1:36.589,1,9.65,1:35.711,3,9.78,1:36.074,2,9.62,1:35.792
