KIM Ji Yoo POSITION,KIM Ji Yoo LAP TIME,KIM Ji Yoo ELAPSED TIME,NOH Ah Rum POSITION,NOH Ah Rum LAP TIME,NOH Ah Rum ELAPSED TIME,SCHULTING Suzanne POSITION,SCHULTING Suzanne LAP TIME,SCHULTING Suzanne ELAPSED TIME,SARAULT Courtney Lee POSITION,SARAULT Courtney Lee LAP TIME,SARAULT Courtney Lee ELAPSED TIME,SANTOS Kristen POSITION,SANTOS Kristen LAP TIME,SANTOS Kristen ELAPSED TIME
3,14.73,14.73,5,15.04,15.04,2,14.60,14.60,4,14.91,14.91,1,14.48,14.48
3,11.30,26.03,5,11.31,26.35,2,11.27,25.87,4,11.30,26.21,1,11.28,25.76
3,11.49,37.52,4,11.29,37.64,2,11.55,37.42,5,11.53,37.74,1,11.51,37.27
3,11.39,48.91,4,11.39,49.03,2,11.35,48.77,5,11.44,49.18,1,11.38,48.65
3,10.80,59.71,4,10.87,59.90,1,10.90,59.67,5,10.91,1:00.09,2,11.04,59.69
2,9.74,1:09.45,4,9.80,1:09.70,1,9.68,1:09.35,5,9.72,1:09.81,3,9.91,1:09.60
2,9.58,1:19.03,3,9.47,1:19.17,1,9.57,1:18.92,5,9.51,1:19.32,4,9.58,1:19.18
1,8.93,1:27.96,3,8.84,1:28.01,2,9.08,1:28.00,5,8.95,1:28.27,4,9.03,1:28.21
2,9.06,1:37.02,1,8.94,1:36.95,5,29.22,1:57.22,3,8.87,1:37.14,4,9.42,1:37.63
