Mateusz KRZEMINSKI POSITION,Mateusz KRZEMINSKI LAP TIME,Mateusz KRZEMINSKI ELAPSED TIME,GALIAKHMETOV Adil POSITION,GALIAKHMETOV Adil LAP TIME,GALIAKHMETOV Adil ELAPSED TIME,ANDERMANN Dominic POSITION,ANDERMANN Dominic LAP TIME,ANDERMANN Dominic ELAPSED TIME,Marc GONZALES POSITION,Marc GONZALES LAP TIME,Marc GONZALES ELAPSED TIME
1,7.09,7.09,4,11.38,11.38,2,7.25,7.25,3,7.87,7.87
1,9.05,16.14,4,11.44,22.82,2,9.02,16.27,3,9.57,17.44
1,8.63,24.77,4,9.73,32.55,2,8.58,24.85,3,9.26,26.70
1,8.85,33.62,4,9.40,41.95,2,8.84,33.69,3,9.24,35.94
1,9.05,42.67,4,9.57,51.522,2,9.08,42.773,3,9.44,45.381
