Adam KOVACS POSITION,Adam KOVACS LAP TIME,Adam KOVACS ELAPSED TIME,Thomas MOGENDORFF POSITION,Thomas MOGENDORFF LAP TIME,Thomas MOGENDORFF ELAPSED TIME,Asen YORDANOV POSITION,Asen YORDANOV LAP TIME,Asen YORDANOV ELAPSED TIME,Sergey PRANKEVICH POSITION,Sergey PRANKEVICH LAP TIME,Sergey PRANKEVICH ELAPSED TIME,HOULAHAN Lee POSITION,HOULAHAN Lee LAP TIME,HOULAHAN Lee ELAPSED TIME
1,7.029,7.029,3,7.276,7.276,5,7.737,7.737,2,7.157,7.157,4,7.387,7.387
1,9.278,16.307,4,9.664,16.939,5,9.980,17.716,2,9.462,16.618,3,9.540,16.926
1,9.188,25.495,3,9.044,25.982,5,9.458,27.174,2,9.062,25.680,4,9.367,26.293
2,9.285,34.779,3,9.273,35.254,5,9.815,36.988,1,9.069,34.749,4,9.865,36.157
2,9.54,44.316,3,9.73,44.981,5,10.35,47.334,1,9.46,44.206,4,10.28,46.430
