van RUIJVEN Lara POSITION,van RUIJVEN Lara LAP TIME,van RUIJVEN Lara ELAPSED TIME,ZAKHAROVA Evgeniya POSITION,ZAKHAROVA Evgeniya LAP TIME,ZAKHAROVA Evgeniya ELAPSED TIME,VALCEPINA Arianna POSITION,VALCEPINA Arianna LAP TIME,VALCEPINA Arianna ELAPSED TIME,Arthur GOTFREY POSITION,Arthur GOTFREY LAP TIME,Arthur GOTFREY ELAPSED TIME
1,7.27,7.27,2,7.46,7.46,3,7.60,7.60,4,7.93,7.93
1,9.59,16.86,2,9.48,16.94,3,9.56,17.16,4,9.70,17.63
1,9.18,26.04,2,9.18,26.12,3,9.22,26.38,4,9.25,26.88
1,9.27,35.31,2,9.25,35.37,3,9.23,35.61,4,9.41,36.29
1,9.51,44.819,2,9.59,44.948,3,9.54,45.130,4,9.70,45.979
