Richard SHOEBRIDGE POSITION,Richard SHOEBRIDGE LAP TIME,Richard SHOEBRIDGE ELAPSED TIME,Viacheslav KURGINIAN POSITION,Viacheslav KURGINIAN LAP TIME,Viacheslav KURGINIAN ELAPSED TIME,AZHGALIYEV Abzal POSITION,AZHGALIYEV Abzal LAP TIME,AZHGALIYEV Abzal ELAPSED TIME,Davide VISCARDI POSITION,Davide VISCARDI LAP TIME,Davide VISCARDI ELAPSED TIME
1,6.88,6.88,2,7.05,7.05,3,7.13,7.13,4,7.42,7.42
1,8.85,15.73,2,8.99,16.04,3,9.03,16.16,4,9.10,16.52
1,8.50,24.23,2,8.47,24.51,3,8.37,24.53,4,8.61,25.13
1,8.64,32.87,3,8.71,33.22,2,8.54,33.07,4,8.70,33.83
1,8.93,41.80,3,8.74,41.969,2,8.82,41.89,4,8.77,42.602
