HWANG Dae Heon POSITION,HWANG Dae Heon LAP TIME,HWANG Dae Heon ELAPSED TIME,SUN Long POSITION,SUN Long LAP TIME,SUN Long ELAPSED TIME,Kiichi SHIGEHIRO POSITION,Kiichi SHIGEHIRO LAP TIME,Kiichi SHIGEHIRO ELAPSED TIME,Julian MACARAEG POSITION,Julian MACARAEG LAP TIME,Julian MACARAEG ELAPSED TIME,DUBOIS Steven POSITION,DUBOIS Steven LAP TIME,DUBOIS Steven ELAPSED TIME
1,6.72,6.72,2,6.85,6.85,4,7.07,7.07,5,7.19,7.19,3,6.94,6.94
1,8.73,15.45,2,8.70,15.55,4,8.89,15.96,5,8.96,16.15,3,8.84,15.78
1,8.25,23.70,2,8.27,23.82,4,8.36,24.32,5,8.57,24.72,3,8.16,23.94
1,8.33,32.03,2,8.32,32.14,4,8.42,32.74,5,8.99,33.71,3,8.24,32.18
1,8.55,40.58,3,8.89,41.03,4,8.62,41.36,5,9.26,42.97,2,8.55,40.73
