NOH Jinkyu POSITION,NOH Jinkyu LAP TIME,NOH Jinkyu ELAPSED TIME,Travis JAYNER POSITION,Travis JAYNER LAP TIME,Travis JAYNER ELAPSED TIME,Maxime CHATAIGNIER POSITION,Maxime CHATAIGNIER LAP TIME,Maxime CHATAIGNIER ELAPSED TIME,BYKANOV Vladislav POSITION,BYKANOV Vladislav LAP TIME,BYKANOV Vladislav ELAPSED TIME
2,12.83,12.83,3,12.95,12.95,4,13.05,13.05,1,12.70,12.70
2,10.09,22.92,3,10.10,23.05,4,10.19,23.24,1,10.17,22.87
1,9.31,32.23,3,9.36,32.41,4,9.28,32.52,2,9.44,32.31
1,9.25,41.48,4,9.21,41.62,3,9.10,41.62,2,9.22,41.53
1,8.96,50.44,3,9.03,50.65,4,9.19,50.81,2,9.09,50.62
1,8.93,59.37,3,9.22,59.87,2,8.93,59.74,4,9.41,1:00.03
1,9.03,1:08.40,3,9.07,1:08.94,2,9.02,1:08.76,4,9.09,1:09.12
1,9.07,1:17.47,3,9.11,1:18.05,2,9.17,1:17.93,4,9.11,1:18.23
1,9.41,1:26.874,0,,PEN,2,9.28,1:27.202,3,9.32,1:27.548
