WANG Meng POSITION,WANG Meng LAP TIME,WANG Meng ELAPSED TIME,PARK Seung-Hi POSITION,PARK Seung-Hi LAP TIME,PARK Seung-Hi ELAPSED TIME,Alyson DUDEK POSITION,Alyson DUDEK LAP TIME,Alyson DUDEK ELAPSED TIME,Tatiana BORODULINA POSITION,Tatiana BORODULINA LAP TIME,Tatiana BORODULINA ELAPSED TIME
1,12.77,12.77,2,12.91,12.91,3,13.06,13.06,4,13.17,13.17
1,9.75,22.52,2,9.70,22.61,4,9.67,22.73,3,9.52,22.69
1,9.83,32.35,2,9.79,32.40,4,9.99,32.72,3,9.93,32.62
1,9.66,42.01,2,9.75,42.15,4,9.61,42.33,3,9.64,42.26
1,9.91,51.92,2,9.85,52.00,4,9.83,52.16,3,9.86,52.12
1,9.88,1:01.80,2,9.89,1:01.89,4,9.99,1:02.15,3,9.88,1:02.00
1,9.98,1:11.78,2,9.99,1:11.88,4,9.98,1:12.13,3,10.00,1:12.00
1,9.49,1:21.27,2,9.53,1:21.41,4,9.86,1:21.99,3,9.51,1:21.51
1,9.48,1:30.742,2,9.43,1:30.834,4,10.43,1:32.420,3,9.45,1:30.952
