Fumihiko KAKUBARI POSITION,Fumihiko KAKUBARI LAP TIME,Fumihiko KAKUBARI ELAPSED TIME,Ruslan ZAKHAROV POSITION,Ruslan ZAKHAROV LAP TIME,Ruslan ZAKHAROV ELAPSED TIME,Nicola RODIGARI POSITION,Nicola RODIGARI LAP TIME,Nicola RODIGARI ELAPSED TIME,SUI Bao Ku POSITION,SUI Bao Ku LAP TIME,SUI Bao Ku ELAPSED TIME
2,12.94,12.94,1,12.75,12.75,3,13.05,13.05,4,13.15,13.15
2,9.91,22.85,1,9.92,22.67,3,9.88,22.93,4,9.87,23.02
2,9.85,32.70,1,9.88,32.55,3,9.88,32.81,4,9.91,32.93
2,9.80,42.50,1,9.83,42.38,3,9.75,42.56,4,9.74,42.67
2,9.60,52.10,1,9.61,51.99,3,9.58,52.14,4,9.60,52.27
2,9.46,1:01.56,1,9.46,1:01.45,3,9.50,1:01.64,4,9.50,1:01.77
2,9.38,1:10.94,1,9.40,1:10.85,3,9.38,1:11.02,4,9.35,1:11.12
2,9.37,1:20.31,3,9.49,1:20.34,1,9.24,1:20.26,4,9.30,1:20.42
2,9.26,1:29.569,4,9.78,1:30.117,1,9.29,1:29.542,3,9.62,1:30.036
