Evgenii KOZULIN POSITION,Evgenii KOZULIN LAP TIME,Evgenii KOZULIN ELAPSED TIME,Viktor DIMITROV POSITION,Viktor DIMITROV LAP TIME,Viktor DIMITROV ELAPSED TIME,Ryosuke SAKAZUME POSITION,Ryosuke SAKAZUME LAP TIME,Ryosuke SAKAZUME ELAPSED TIME,Selim TANRIKULU POSITION,Selim TANRIKULU LAP TIME,Selim TANRIKULU ELAPSED TIME
1,7.20,7.20,2,7.46,7.46,3,7.64,7.64,4,7.76,7.76
1,9.07,16.27,3,9.43,16.89,2,9.02,16.66,4,9.31,17.07
1,9.14,25.41,3,9.32,26.21,2,9.12,25.78,4,9.18,26.25
1,8.75,34.16,3,8.96,35.17,2,8.68,34.46,4,9.01,35.26
1,9.26,43.414,3,9.48,44.643,2,9.19,43.642,4,9.55,44.805
