SONG Jia Hua POSITION,SONG Jia Hua LAP TIME,SONG Jia Hua ELAPSED TIME,IVLIEV Konstantin POSITION,IVLIEV Konstantin LAP TIME,IVLIEV Konstantin ELAPSED TIME,Reinis BERZINS POSITION,Reinis BERZINS LAP TIME,Reinis BERZINS ELAPSED TIME,JUNG Yanghun Ben POSITION,JUNG Yanghun Ben LAP TIME,JUNG Yanghun Ben ELAPSED TIME
4,13.37,13.37,2,12.98,12.98,1,12.92,12.92,3,13.16,13.16
3,9.51,22.88,2,9.81,22.79,1,9.78,22.70,3,9.72,22.88
1,9.11,31.99,3,9.43,32.22,2,9.40,32.10,4,9.36,32.24
1,9.26,41.25,3,9.22,41.44,2,9.23,41.33,4,9.33,41.57
1,9.24,50.49,3,9.26,50.70,2,9.25,50.58,4,9.24,50.81
1,9.03,59.52,3,9.02,59.72,2,9.03,59.61,4,9.03,59.84
1,9.03,1:08.55,3,9.03,1:08.75,2,9.04,1:08.65,4,9.05,1:08.89
1,8.95,1:17.50,1,8.75,1:17.50,3,9.02,1:17.67,4,9.04,1:17.93
2,9.05,1:26.55,1,8.94,1:26.44,3,9.13,1:26.80,4,9.30,1:27.231
