Marianne ST-GELAIS POSITION,Marianne ST-GELAIS LAP TIME,Marianne ST-GELAIS ELAPSED TIME,Renata SZOCS POSITION,Renata SZOCS LAP TIME,Renata SZOCS ELAPSED TIME,VIVIANI Elena POSITION,VIVIANI Elena LAP TIME,VIVIANI Elena ELAPSED TIME,Anna SEIDEL POSITION,Anna SEIDEL LAP TIME,Anna SEIDEL ELAPSED TIME,ASCIC Valentina POSITION,ASCIC Valentina LAP TIME,ASCIC Valentina ELAPSED TIME
1,13.68,13.68,4,13.94,13.94,2,13.77,13.77,3,13.91,13.91,5,14.10,
1,10.61,24.29,4,10.69,24.63,2,10.64,24.41,3,10.63,24.54,5,10.58,
1,10.32,34.61,5,11.45,36.08,2,10.30,34.71,3,10.27,34.81,4,10.26,
1,10.29,44.90,5,10.27,46.35,2,10.28,44.99,3,10.28,45.09,4,10.26,
1,10.04,54.94,5,10.57,56.92,2,10.08,55.07,3,10.04,55.13,4,10.19,
1,9.58,1:04.52,5,10.92,1:07.84,3,9.68,1:04.75,2,9.46,1:04.59,4,9.90,
1,9.48,1:14.00,5,11.47,1:19.31,3,9.51,1:14.26,2,9.49,1:14.08,4,10.29,
1,9.64,1:23.64,5,12.20,1:31.51,3,9.84,1:24.10,2,9.65,1:23.73,4,10.91,
1,9.79,1:33.43,4,13.27,1:44.781,3,10.64,1:34.749,2,9.79,1:33.52,4,11.47,
