Jordan MALONE POSITION,Jordan MALONE LAP TIME,Jordan MALONE ELAPSED TIME,SONG Weilong POSITION,SONG Weilong LAP TIME,SONG Weilong ELAPSED TIME,LEE Seung-Hoon POSITION,LEE Seung-Hoon LAP TIME,LEE Seung-Hoon ELAPSED TIME,Tyson HEUNG POSITION,Tyson HEUNG LAP TIME,Tyson HEUNG ELAPSED TIME
3,12.510,12.510,1,12.440,12.440,4,12.780,12.780,2,12.490,12.490
2,9.220,21.740,4,9.420,21.860,1,8.820,21.600,3,9.270,21.760
4,8.990,30.740,3,8.800,30.660,1,8.950,30.550,2,8.800,30.560
4,9.180,39.920,1,8.830,39.490,2,9.130,39.690,3,9.300,39.870
3,9.080,49.010,2,9.500,49.000,1,9.210,48.900,4,9.190,49.060
4,9.190,58.200,2,9.110,58.120,1,9.190,58.090,3,9.070,58.140
3,9.010,1:07.220,1,9.030,1:07.150,2,9.060,1:07.160,4,9.240,1:07.380
3,9.330,1:16.550,2,9.210,1:16.360,1,8.980,1:16.140,4,9.200,1:16.590
1,9.030,1:25.590,3,9.280,1:25.640,2,9.490,1:25.630,4,9.270,1:25.860
