Michael GILDAY POSITION,Michael GILDAY LAP TIME,Michael GILDAY ELAPSED TIME,GONG Qiuwen POSITION,GONG Qiuwen LAP TIME,GONG Qiuwen ELAPSED TIME,Semen ELISTRATOV POSITION,Semen ELISTRATOV LAP TIME,Semen ELISTRATOV ELAPSED TIME,KIM Byeong Jun POSITION,KIM Byeong Jun LAP TIME,KIM Byeong Jun ELAPSED TIME
1,6.85,6.85,2,6.97,6.97,4,7.31,7.31,3,7.09,7.09
1,8.98,15.83,2,9.01,15.98,4,9.07,16.38,3,9.00,16.09
1,8.54,24.37,3,8.61,24.59,4,8.55,24.93,2,8.46,24.55
1,8.71,33.08,3,8.85,33.44,4,8.62,33.55,2,8.73,33.28
1,8.82,41.898,4,9.10,42.533,3,8.63,42.175,2,8.82,42.091
