van RUIJVEN Lara POSITION,van RUIJVEN Lara LAP TIME,van RUIJVEN Lara ELAPSED TIME,PIERRON Veronique POSITION,PIERRON Veronique LAP TIME,PIERRON Veronique ELAPSED TIME,Petra JASZAPATI POSITION,Petra JASZAPATI LAP TIME,Petra JASZAPATI ELAPSED TIME,Toko NANRI POSITION,Toko NANRI LAP TIME,Toko NANRI ELAPSED TIME,LIU Yang POSITION,LIU Yang LAP TIME,LIU Yang ELAPSED TIME
2,13.24,13.24,3,13.71,13.71,1,13.17,13.17,4,13.80,13.80,5,16.40,16.40
2,10.11,23.35,3,9.86,23.57,1,10.06,23.23,4,9.88,23.68,5,9.31,25.71
2,9.61,32.96,3,9.59,33.16,1,9.64,32.87,4,9.71,33.39,5,9.28,34.99
2,9.59,42.55,3,9.57,42.73,1,9.65,42.52,4,9.53,42.92,5,9.32,44.31
2,9.88,52.43,3,9.80,52.53,1,9.78,52.30,4,9.76,52.68,5,9.55,53.86
2,9.85,1:02.28,3,9.83,1:02.36,1,9.84,1:02.14,4,9.82,1:02.50,5,9.86,1:03.72
2,10.04,1:12.32,3,10.02,1:12.38,1,10.03,1:12.17,4,9.99,1:12.49,5,10.45,1:14.17
3,10.31,1:22.63,1,9.97,1:22.35,2,10.40,1:22.57,4,10.22,1:22.71,5,10.88,1:25.05
3,10.54,1:33.17,1,9.78,1:32.13,4,10.79,1:33.36,2,9.72,1:32.43,5,11.54,1:36.59
