Gisle TVERLAND POSITION,Gisle TVERLAND LAP TIME,Gisle TVERLAND ELAPSED TIME,Andre PULEC POSITION,Andre PULEC LAP TIME,Andre PULEC ELAPSED TIME,Alex McEWAN POSITION,Alex McEWAN LAP TIME,Alex McEWAN ELAPSED TIME,Wim de DEYNE POSITION,Wim de DEYNE LAP TIME,Wim de DEYNE ELAPSED TIME,Nicola FRANCESCHINA POSITION,Nicola FRANCESCHINA LAP TIME,Nicola FRANCESCHINA ELAPSED TIME
5,7.188,7.188,3,6.896,6.896,1,6.678,6.678,2,6.821,6.821,4,7.187,7.187
4,9.358,16.545,5,9.671,16.567,2,9.408,16.086,1,8.907,15.727,3,8.946,16.133
4,8.844,25.389,5,9.058,25.625,3,8.770,24.856,1,8.591,24.318,2,8.414,24.546
4,9.092,34.481,5,8.858,34.482,3,9.173,34.028,1,8.752,33.069,2,8.691,33.237
4,9.20,43.673,5,9.35,43.827,3,9.60,43.621,1,9.22,42.283,2,9.23,42.467
