Jens ALMEY POSITION,Jens ALMEY LAP TIME,Jens ALMEY ELAPSED TIME,Bartosz KONOPKO POSITION,Bartosz KONOPKO LAP TIME,Bartosz KONOPKO ELAPSED TIME,Klaudio NASRI POSITION,Klaudio NASRI LAP TIME,Klaudio NASRI ELAPSED TIME,Firat YARDIMCI POSITION,Firat YARDIMCI LAP TIME,Firat YARDIMCI ELAPSED TIME,Vincent JEANNE POSITION,Vincent JEANNE LAP TIME,Vincent JEANNE ELAPSED TIME
1,12.85,12.85,3,13.08,13.08,2,13.01,13.01,5,13.61,13.61,4,13.25,13.25
1,10.47,23.32,3,10.54,23.62,2,10.51,23.52,4,10.12,23.73,5,10.49,23.74
1,10.20,33.52,3,10.06,33.68,2,10.14,33.66,5,10.22,33.95,4,9.97,33.71
1,9.58,43.10,3,9.57,43.25,4,9.60,43.26,5,9.37,43.32,2,9.47,43.18
1,9.26,52.36,5,9.71,52.96,4,9.63,52.89,3,9.31,52.63,2,9.29,52.47
1,9.20,1:01.56,4,8.99,1:01.95,5,9.25,1:02.14,3,9.12,1:01.75,2,9.19,1:01.66
1,9.22,1:10.78,3,9.12,1:11.07,5,9.12,1:11.26,4,9.49,1:11.24,2,9.23,1:10.89
1,9.34,1:20.12,3,9.18,1:20.25,4,9.22,1:20.48,5,9.59,1:20.83,2,9.33,1:20.22
1,9.23,1:29.331,4,9.87,1:30.095,3,9.55,1:30.018,5,9.65,1:30.462,2,9.27,1:29.477
