LIU Qiuhong POSITION,LIU Qiuhong LAP TIME,LIU Qiuhong ELAPSED TIME,Arianna FONTANA POSITION,Arianna FONTANA LAP TIME,Arianna FONTANA ELAPSED TIME,Sayuri SHIMIZU POSITION,Sayuri SHIMIZU LAP TIME,Sayuri SHIMIZU ELAPSED TIME,CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME
1,7.28,7.28,2,7.39,7.39,3,7.54,7.54,4,7.72,7.72
1,9.59,16.87,2,9.58,16.97,3,9.54,17.08,4,9.50,17.22
1,9.17,26.04,2,9.20,26.17,3,9.22,26.30,4,9.14,26.36
1,9.31,35.35,2,9.27,35.44,3,9.25,35.55,4,9.22,35.58
1,9.52,44.870,2,9.47,44.901,3,9.51,45.055,4,9.51,45.082
