Travis JAYNER POSITION,Travis JAYNER LAP TIME,Travis JAYNER ELAPSED TIME,Blake SKJELLERUP POSITION,Blake SKJELLERUP LAP TIME,Blake SKJELLERUP ELAPSED TIME,SONG Weilong POSITION,SONG Weilong LAP TIME,SONG Weilong ELAPSED TIME,HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME
1,12.48,12.48,2,12.73,12.73,3,12.83,12.83,4,12.87,12.87
1,9.61,22.09,4,9.76,22.49,2,9.46,22.29,3,9.47,22.34
1,9.07,31.16,2,19.97,42.46,3,21.47,43.76,4,26.08,48.42
1,9.14,40.30,3,9.28,51.74,2,6.91,50.67,4,18.53,1:06.95
1,9.97,50.27,3,9.98,1:01.72,2,10.18,1:00.85,4,16.31,1:23.26
1,9.97,1:00.24,3,9.78,1:11.50,2,9.99,1:10.84,4,14.98,1:38.24
1,9.93,1:10.17,3,9.97,1:21.47,2,9.90,1:20.74,4,14.40,1:52.64
1,9.88,1:20.05,3,10.46,1:31.93,2,10.03,1:30.77,4,13.76,2:06.40
1,10.85,1:30.896,2,11.09,1:43.014,0,,DQ,3,13.43,2:19.829
