Alex BOISVERT-LACROIX POSITION,Alex BOISVERT-LACROIX LAP TIME,Alex BOISVERT-LACROIX ELAPSED TIME,Sergey PRANKEVICH POSITION,Sergey PRANKEVICH LAP TIME,Sergey PRANKEVICH ELAPSED TIME,Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,Jordan MALONE POSITION,Jordan MALONE LAP TIME,Jordan MALONE ELAPSED TIME
1,13.430,13.430,3,13.730,13.730,2,13.580,13.580,4,13.740,13.740
1,10.680,24.120,3,10.520,24.250,2,10.580,24.170,4,10.640,24.380
1,10.530,34.650,2,10.440,34.700,3,10.570,34.750,4,10.550,34.940
1,10.250,44.900,4,10.550,45.260,2,10.250,45.000,3,10.200,45.140
1,9.760,54.670,3,9.680,54.940,2,9.840,54.850,4,9.810,54.950
1,9.550,1:04.220,3,9.450,1:04.400,2,9.430,1:04.290,4,9.510,1:04.470
2,9.630,1:13.850,4,9.790,1:14.190,1,9.540,1:13.830,3,9.460,1:13.940
1,9.750,1:23.610,4,9.920,1:24.120,2,9.870,1:23.710,3,10.160,1:24.100
1,10.150,1:33.770,3,10.120,1:34.240,2,10.210,1:33.920,4,27.170,1:51.280
