Semen ELISTRATOV POSITION,Semen ELISTRATOV LAP TIME,Semen ELISTRATOV ELAPSED TIME,Viktor KNOCH POSITION,Viktor KNOCH LAP TIME,Viktor KNOCH ELAPSED TIME,DOTTI Tommaso POSITION,DOTTI Tommaso LAP TIME,DOTTI Tommaso ELAPSED TIME,KAUFMANN-LUDWIG Leon POSITION,KAUFMANN-LUDWIG Leon LAP TIME,KAUFMANN-LUDWIG Leon ELAPSED TIME,Koen SLOOTWEG POSITION,Koen SLOOTWEG LAP TIME,Koen SLOOTWEG ELAPSED TIME,LEE Jung Su POSITION,LEE Jung Su LAP TIME,LEE Jung Su ELAPSED TIME
2,12.33,12.33,1,12.24,12.24,3,12.40,12.40,5,12.56,,4,12.55,12.55,6,12.82,12.82
2,9.60,21.93,1,9.57,21.81,3,9.61,22.01,4,9.54,,5,9.56,22.11,6,9.49,22.31
1,9.25,31.18,2,9.38,31.19,4,9.48,31.49,3,9.25,,5,9.50,31.61,6,9.41,31.72
1,9.09,40.27,2,9.18,40.37,4,9.11,40.60,3,9.13,,5,9.21,40.82,6,9.15,40.87
1,9.12,49.39,3,9.18,49.55,4,9.05,49.65,2,9.03,,6,9.13,49.95,5,8.92,49.79
1,9.06,58.45,2,9.51,59.06,2,9.41,59.06,6,30.32,,4,11.03,1:00.98,5,11.95,1:01.74
1,9.15,1:07.60,2,9.35,1:08.41,3,9.38,1:08.44,6,11.98,,4,9.96,1:10.94,5,10.77,1:12.51
1,9.17,1:16.77,2,9.44,1:17.85,3,9.57,1:18.01,6,10.69,,4,9.99,1:20.93,5,10.99,1:23.50
1,9.18,1:25.95,2,9.77,1:27.62,3,9.70,1:27.71,6,10.64,,4,10.32,1:31.25,5,11.41,1:34.91
