Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME,Roberto SERRA POSITION,Roberto SERRA LAP TIME,Roberto SERRA ELAPSED TIME,Sergey PRANKEVICH POSITION,Sergey PRANKEVICH LAP TIME,Sergey PRANKEVICH ELAPSED TIME,Jeremy BECK POSITION,Jeremy BECK LAP TIME,Jeremy BECK ELAPSED TIME
1,6.840,6.840,1,6.840,6.840,4,7.120,7.120,3,7.110,7.110
1,9.190,16.040,2,9.240,16.090,3,9.190,16.310,4,9.270,16.380
2,8.870,24.910,1,8.800,24.890,3,8.800,25.110,4,8.910,25.300
1,8.880,33.800,2,8.960,33.860,3,8.870,33.980,4,8.820,34.120
1,9.240,43.040,2,9.280,43.150,3,9.390,43.370,4,9.320,43.450
