Sebastian PRAUS POSITION,Sebastian PRAUS LAP TIME,Sebastian PRAUS ELAPSED TIME,Viacheslav KURGINIAN POSITION,Viacheslav KURGINIAN LAP TIME,Viacheslav KURGINIAN ELAPSED TIME,Lubomir POPOVSKI POSITION,Lubomir POPOVSKI LAP TIME,Lubomir POPOVSKI ELAPSED TIME,Haralds SILOVS POSITION,Haralds SILOVS LAP TIME,Haralds SILOVS ELAPSED TIME
1,13.791,13.791,2,14.040,14.040,4,14.451,14.451,3,14.110,14.110
1,10.882,24.673,3,11.009,25.049,4,10.783,25.233,2,10.743,24.852
1,10.386,35.058,2,10.231,35.279,4,10.367,35.599,3,10.505,35.357
1,10.602,45.659,2,10.487,45.766,4,10.420,46.019,3,10.434,45.790
1,9.369,55.028,3,9.589,55.354,4,9.415,55.434,2,9.453,55.243
2,9.313,1:04.341,3,9.014,1:04.367,4,9.288,1:04.722,1,9.060,1:04.303
2,9.066,1:13.406,3,9.144,1:13.511,4,9.205,1:13.926,1,9.082,1:13.384
1,9.260,1:22.666,3,9.456,1:22.967,4,9.717,1:23.642,2,9.331,1:22.714
1,9.54,1:32.199,3,9.45,1:32.411,4,10.23,1:33.868,2,9.59,1:32.298
