SUN Linlin POSITION,SUN Linlin LAP TIME,SUN Linlin ELAPSED TIME,HUANG Yu-Ting POSITION,HUANG Yu-Ting LAP TIME,HUANG Yu-Ting ELAPSED TIME,Veronika WINDISCH POSITION,Veronika WINDISCH LAP TIME,Veronika WINDISCH ELAPSED TIME,Anna ROMANOWICZ POSITION,Anna ROMANOWICZ LAP TIME,Anna ROMANOWICZ ELAPSED TIME
0,17.074,17.074,0,16.893,16.893,0,,,0,16.770,16.770
0,13.653,30.727,0,13.630,30.522,0,,,0,13.578,30.348
0,13.442,44.168,0,13.421,43.943,0,,,0,13.451,43.800
0,13.252,57.421,0,13.343,57.286,0,,,0,13.259,57.058
0,12.995,1:10.415,0,12.818,1:10.104,0,,,0,13.064,1:10.123
0,12.437,1:22.852,0,12.522,1:22.626,0,,,0,12.372,1:22.495
0,11.829,1:34.681,0,11.780,1:34.406,0,,,0,11.912,1:34.407
0,10.493,1:45.174,0,11.189,1:45.595,0,,,0,10.918,1:45.325
0,,,0,,,0,,,0,,
