Nurbergen ZHUMAGAZIYEV POSITION,Nurbergen ZHUMAGAZIYEV LAP TIME,Nurbergen ZHUMAGAZIYEV ELAPSED TIME,McKINLEY-YOUNG Ethan POSITION,McKINLEY-YOUNG Ethan LAP TIME,McKINLEY-YOUNG Ethan ELAPSED TIME,Semen ELISTRATOV POSITION,Semen ELISTRATOV LAP TIME,Semen ELISTRATOV ELAPSED TIME,ROES Sven POSITION,ROES Sven LAP TIME,ROES Sven ELAPSED TIME
1,14.09,14.09,3,14.37,14.37,4,14.54,14.54,2,14.10,14.10
3,10.37,24.46,2,10.05,24.42,4,10.11,24.65,1,10.17,24.27
1,9.58,34.04,3,9.71,34.13,4,9.72,34.37,2,9.82,34.09
3,9.63,43.67,2,9.47,43.60,4,9.41,43.78,1,9.48,43.57
2,9.36,53.03,1,9.36,52.96,3,9.31,53.09,4,9.55,53.12
3,9.35,1:02.38,1,9.18,1:02.14,2,9.26,1:02.35,4,9.61,1:02.73
2,9.19,1:11.57,1,9.31,1:11.45,3,9.38,1:11.73,4,9.26,1:11.99
1,9.20,1:20.77,2,9.33,1:20.78,3,9.09,1:20.82,4,9.07,1:21.06
2,9.33,1:30.101,4,9.70,1:30.483,1,9.20,1:30.026,3,9.12,1:30.180
