SONG Seung-Woo POSITION,SONG Seung-Woo LAP TIME,SONG Seung-Woo ELAPSED TIME,CHEN Shangpeng POSITION,CHEN Shangpeng LAP TIME,CHEN Shangpeng ELAPSED TIME,WATANABE Keita POSITION,WATANABE Keita LAP TIME,WATANABE Keita ELAPSED TIME,Koen HAKKENBERG POSITION,Koen HAKKENBERG LAP TIME,Koen HAKKENBERG ELAPSED TIME
2,7.16,7.16,1,6.89,6.89,3,7.18,7.18,4,7.41,7.41
2,9.11,16.28,1,9.22,16.12,3,9.24,16.42,4,9.16,16.58
1,8.70,24.98,2,8.90,25.02,3,8.83,25.26,4,8.78,25.36
1,8.91,33.89,2,9.07,34.10,3,8.93,34.19,4,9.10,34.47
1,9.21,43.099,2,9.18,43.279,3,9.19,43.375,4,9.28,43.747
