Ingmar van RIEL POSITION,Ingmar van RIEL LAP TIME,Ingmar van RIEL ELAPSED TIME,Vitaly MIKHEENKOV POSITION,Vitaly MIKHEENKOV LAP TIME,Vitaly MIKHEENKOV ELAPSED TIME,WEI Jiguang POSITION,WEI Jiguang LAP TIME,WEI Jiguang ELAPSED TIME,Jeremy MASSON POSITION,Jeremy MASSON LAP TIME,Jeremy MASSON ELAPSED TIME
1,14.400,14.400,3,14.780,14.780,2,14.570,14.570,4,14.950,14.950
1,10.860,25.260,4,10.770,25.560,2,10.820,25.400,3,10.580,25.530
1,10.480,35.750,3,10.550,36.110,2,10.470,35.880,4,10.600,36.140
1,10.440,46.200,3,10.240,46.360,2,10.350,46.230,4,10.250,46.400
1,10.060,56.260,3,10.340,56.700,2,10.300,56.530,4,10.310,56.710
3,10.390,1:06.650,2,9.800,1:06.510,1,9.650,1:06.190,4,10.000,1:06.710
4,10.880,1:17.540,2,9.690,1:16.200,1,9.750,1:15.940,3,9.690,1:16.400
4,10.700,1:28.250,2,9.850,1:26.050,1,9.750,1:25.690,3,9.740,1:26.140
4,11.550,1:39.800,2,10.240,1:36.290,1,9.890,1:35.590,3,10.180,1:36.330
