LEPAPE Sebastien POSITION,LEPAPE Sebastien LAP TIME,LEPAPE Sebastien ELAPSED TIME,WU Dajing POSITION,WU Dajing LAP TIME,WU Dajing ELAPSED TIME,SAULITIS Jekabs POSITION,SAULITIS Jekabs LAP TIME,SAULITIS Jekabs ELAPSED TIME,Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME
2,6.98,6.98,1,6.75,6.75,4,7.34,7.34,3,7.14,7.14
2,8.93,15.91,1,8.82,15.57,4,9.38,16.72,3,8.89,16.03
2,8.74,24.65,1,8.61,24.18,3,9.33,26.05,4,29.94,45.97
2,8.68,33.33,1,8.79,32.97,3,9.73,35.78,4,20.73,1:06.70
2,8.84,42.169,1,8.87,41.839,3,10.00,45.778,4,20.76,1:27.451
