Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,Paul HERRMANN POSITION,Paul HERRMANN LAP TIME,Paul HERRMANN ELAPSED TIME,Nicolas BEAN POSITION,Nicolas BEAN LAP TIME,Nicolas BEAN ELAPSED TIME,Tom IVESON POSITION,Tom IVESON LAP TIME,Tom IVESON ELAPSED TIME
1,12.00,12.00,4,12.75,12.75,2,12.34,12.34,3,12.63,12.63
1,10.12,22.12,4,9.96,22.71,3,10.22,22.56,2,9.86,22.49
1,9.85,31.97,4,9.76,32.47,2,9.73,32.29,3,9.85,32.34
1,9.27,41.24,4,9.46,41.93,2,9.37,41.66,3,9.37,41.71
1,9.26,50.50,3,9.18,51.11,4,9.57,51.23,2,9.06,50.77
1,9.36,59.86,3,9.19,1:00.30,4,9.51,1:00.74,2,9.43,1:00.20
1,9.25,1:09.11,2,9.39,1:09.69,4,9.52,1:10.26,3,9.54,1:09.74
1,8.97,1:18.08,2,9.15,1:18.84,4,9.94,1:20.20,3,9.59,1:19.33
1,10.04,1:28.113,2,9.56,1:28.399,4,10.85,1:31.042,3,9.77,1:29.100
