Ryan BEDFORD POSITION,Ryan BEDFORD LAP TIME,Ryan BEDFORD ELAPSED TIME,SUNG Si-Bak POSITION,SUNG Si-Bak LAP TIME,SUNG Si-Bak ELAPSED TIME,Kiril PANDOV POSITION,Kiril PANDOV LAP TIME,Kiril PANDOV ELAPSED TIME,Jeremy MASSON POSITION,Jeremy MASSON LAP TIME,Jeremy MASSON ELAPSED TIME
2,7.32,7.32,1,7.14,7.14,3,7.47,7.47,4,7.54,7.54
2,8.64,15.96,1,8.68,15.82,3,8.90,16.37,4,9.15,16.69
2,8.56,24.52,1,8.56,24.38,3,8.80,25.17,4,8.89,25.58
2,8.71,33.23,1,8.64,33.02,3,8.90,34.07,4,9.00,34.58
2,9.04,42.262,1,8.90,41.914,3,9.26,43.326,4,9.45,44.024
