VIVIANI Elena POSITION,VIVIANI Elena LAP TIME,VIVIANI Elena ELAPSED TIME,EFREMENKOVA Ekaterina POSITION,EFREMENKOVA Ekaterina LAP TIME,EFREMENKOVA Ekaterina ELAPSED TIME,Cheyenne GOH POSITION,Cheyenne GOH LAP TIME,Cheyenne GOH ELAPSED TIME,JACOBS Gina POSITION,JACOBS Gina LAP TIME,JACOBS Gina ELAPSED TIME,KAMINAGA Shione POSITION,KAMINAGA Shione LAP TIME,KAMINAGA Shione ELAPSED TIME
1,14.59,14.59,2,14.68,14.68,4,14.87,14.87,5,14.98,14.98,3,14.77,14.77
3,11.82,26.41,1,11.61,26.29,5,11.76,26.63,4,11.50,26.48,2,11.53,26.30
3,10.29,36.70,1,10.17,36.46,5,10.41,37.04,4,10.39,36.87,2,10.25,36.55
3,9.67,46.37,1,9.73,46.19,5,9.87,46.91,4,9.69,46.56,2,9.72,46.27
3,9.52,55.89,1,9.51,55.70,5,10.10,57.01,4,9.64,56.20,2,9.54,55.81
3,9.49,1:05.38,1,9.45,1:05.15,5,10.73,1:07.74,4,9.83,1:06.03,2,9.46,1:05.27
3,9.50,1:14.88,1,9.51,1:14.66,5,11.41,1:19.15,4,10.35,1:16.38,2,9.48,1:14.75
3,9.63,1:24.51,1,9.63,1:24.29,5,11.81,1:30.96,4,10.81,1:27.19,2,9.63,1:24.38
3,9.99,1:34.487,1,9.90,1:34.166,5,12.08,1:43.014,4,11.25,1:38.419,2,9.94,1:34.298
