Aida BELLA POSITION,Aida BELLA LAP TIME,Aida BELLA ELAPSED TIME,Charlotte GILMARTIN POSITION,Charlotte GILMARTIN LAP TIME,Charlotte GILMARTIN ELAPSED TIME,Annita van DOORN POSITION,Annita van DOORN LAP TIME,Annita van DOORN ELAPSED TIME,Ayuko ITO POSITION,Ayuko ITO LAP TIME,Ayuko ITO ELAPSED TIME
3,14.39,14.39,2,14.35,14.35,4,14.48,14.48,1,14.27,14.27
2,10.88,25.27,1,10.86,25.21,3,10.92,25.40,4,11.17,25.44
2,10.56,35.83,1,10.61,35.82,3,10.68,36.08,4,10.67,36.11
2,11.16,46.99,1,10.92,46.74,3,11.10,47.18,4,11.10,47.21
2,10.52,57.51,1,10.51,57.25,3,10.34,57.52,4,10.37,57.58
4,10.52,1:08.03,3,10.33,1:07.58,2,9.81,1:07.33,1,9.73,1:07.31
4,10.25,1:18.28,3,10.03,1:17.61,2,9.81,1:17.14,1,9.81,1:17.12
4,10.38,1:28.66,3,10.46,1:28.07,2,10.02,1:27.16,1,9.87,1:26.99
4,10.92,1:39.575,3,10.85,1:38.913,2,10.20,1:37.354,1,10.31,1:37.291
