Vladimir GRIGOREV POSITION,Vladimir GRIGOREV LAP TIME,Vladimir GRIGOREV ELAPSED TIME,GONG Qiuwen POSITION,GONG Qiuwen LAP TIME,GONG Qiuwen ELAPSED TIME,Chris CREVELING POSITION,Chris CREVELING LAP TIME,Chris CREVELING ELAPSED TIME,Daisuke UEMURA POSITION,Daisuke UEMURA LAP TIME,Daisuke UEMURA ELAPSED TIME
2,7.09,7.09,1,6.95,6.95,3,7.16,7.16,4,7.42,7.42
1,8.66,15.75,2,8.90,15.85,3,8.90,16.06,4,9.05,16.47
1,8.48,24.23,2,8.46,24.31,3,8.33,24.39,4,8.67,25.14
1,8.55,32.78,2,8.55,32.86,3,8.61,33.00,4,8.76,33.90
1,8.73,41.504,2,8.77,41.630,3,8.67,41.670,4,9.01,42.902
