DOLGOPOLOVA Mariya POSITION,DOLGOPOLOVA Mariya LAP TIME,DOLGOPOLOVA Mariya ELAPSED TIME,Alyson DUDEK POSITION,Alyson DUDEK LAP TIME,Alyson DUDEK ELAPSED TIME,Jessica GREGG POSITION,Jessica GREGG LAP TIME,Jessica GREGG ELAPSED TIME,PENCHEVA Zornica POSITION,PENCHEVA Zornica LAP TIME,PENCHEVA Zornica ELAPSED TIME
4,8.05,8.05,2,7.46,7.46,1,7.21,7.21,3,7.68,7.68
4,10.23,18.28,2,9.65,17.11,1,9.34,16.55,3,9.74,17.42
4,10.05,28.33,2,9.25,26.36,1,9.02,25.57,3,9.34,26.76
4,10.26,38.59,2,9.56,35.92,1,9.28,34.85,3,9.63,36.39
4,10.67,49.253,2,9.74,45.658,1,9.61,44.453,3,9.99,46.377
