Teerit VONGKOVIT POSITION,Teerit VONGKOVIT LAP TIME,Teerit VONGKOVIT ELAPSED TIME,Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME,Yuzo TAKAMIDO POSITION,Yuzo TAKAMIDO LAP TIME,Yuzo TAKAMIDO ELAPSED TIME,Emil IMRE POSITION,Emil IMRE LAP TIME,Emil IMRE ELAPSED TIME
2,13.39,13.39,4,13.57,13.57,1,13.30,13.30,3,13.47,13.47
2,10.42,23.81,3,10.33,23.90,1,10.40,23.70,4,10.45,23.92
3,9.83,33.64,2,9.66,33.56,1,9.83,33.53,4,9.81,33.73
3,9.44,43.08,2,9.42,42.98,1,9.36,42.89,4,9.44,43.17
3,9.45,52.53,2,9.43,52.41,1,9.40,52.29,4,9.45,52.62
3,9.28,1:01.81,2,9.25,1:01.66,1,9.26,1:01.55,4,9.33,1:01.95
3,9.45,1:11.26,2,9.16,1:10.82,1,9.16,1:10.71,4,9.62,1:11.57
3,9.69,1:20.95,2,9.24,1:20.06,1,9.21,1:19.92,4,10.14,1:21.71
3,10.09,1:31.031,2,9.62,1:29.680,1,9.44,1:29.356,4,10.57,1:32.274
