Kimberly GOETZ POSITION,Kimberly GOETZ LAP TIME,Kimberly GOETZ ELAPSED TIME,THOMSON Kathryn POSITION,THOMSON Kathryn LAP TIME,THOMSON Kathryn ELAPSED TIME,Jamie MACDONALD POSITION,Jamie MACDONALD LAP TIME,Jamie MACDONALD ELAPSED TIME,Tina GRASSOW POSITION,Tina GRASSOW LAP TIME,Tina GRASSOW ELAPSED TIME,Iong A KIM POSITION,Iong A KIM LAP TIME,Iong A KIM ELAPSED TIME
3,7.60,7.60,2,7.54,7.54,1,7.25,7.25,4,7.76,7.76,5,8.00,
3,9.79,17.39,2,9.69,17.23,1,9.57,16.82,4,9.74,17.50,5,9.70,
3,9.19,26.58,2,9.06,26.29,1,9.04,25.86,4,9.23,26.73,5,9.04,
3,9.26,35.84,2,9.23,35.52,1,9.22,35.08,5,9.35,36.08,4,9.19,
4,10.37,46.200,2,9.41,44.921,1,9.56,44.635,3,9.62,45.680,3,9.60,
