ZHOU Yang POSITION,ZHOU Yang LAP TIME,ZHOU Yang ELAPSED TIME,Erika HUSZAR POSITION,Erika HUSZAR LAP TIME,Erika HUSZAR ELAPSED TIME,Elena KAPLAN POSITION,Elena KAPLAN LAP TIME,Elena KAPLAN ELAPSED TIME,Francesca JACKSON POSITION,Francesca JACKSON LAP TIME,Francesca JACKSON ELAPSED TIME,Ekaterina BELOVA POSITION,Ekaterina BELOVA LAP TIME,Ekaterina BELOVA ELAPSED TIME
4,15.275,15.275,2,15.001,15.001,1,14.589,14.589,5,15.492,15.492,3,15.121,15.121
4,10.628,25.903,3,10.556,25.557,1,10.706,25.295,5,10.559,26.051,2,10.398,25.519
4,10.006,35.909,3,10.074,35.631,1,10.113,35.408,5,10.400,36.451,2,10.046,35.564
4,9.908,45.817,3,9.891,45.523,2,10.107,45.515,5,10.858,47.309,1,9.868,45.433
4,9.936,55.753,2,9.927,55.450,3,10.068,55.583,5,10.768,58.077,1,9.944,55.376
4,10.277,1:06.031,1,10.227,1:05.677,3,10.373,1:05.955,5,10.997,1:09.075,2,10.369,1:05.745
2,9.746,1:15.777,3,10.148,1:15.825,4,10.448,1:16.403,5,11.094,1:20.169,1,10.016,1:15.761
1,9.443,1:25.220,4,10.128,1:25.954,2,9.362,1:25.765,5,11.247,1:31.416,3,10.076,1:25.836
1,9.949,1:35.169,2,10.261,1:36.214,4,12.004,1:37.769,5,11.455,1:42.870,3,10.923,1:36.760
