Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,BYKANOV Vladislav POSITION,BYKANOV Vladislav LAP TIME,BYKANOV Vladislav ELAPSED TIME,Dawid RZEMIENIECKI POSITION,Dawid RZEMIENIECKI LAP TIME,Dawid RZEMIENIECKI ELAPSED TIME,Alvaro PENA POSITION,Alvaro PENA LAP TIME,Alvaro PENA ELAPSED TIME
1,12.52,12.52,2,12.61,12.61,3,12.72,12.72,4,12.85,12.85
1,9.92,22.44,3,10.00,22.61,2,9.79,22.51,4,9.94,22.79
1,9.67,32.11,3,9.72,32.33,2,9.72,32.23,4,9.69,32.48
1,9.56,41.67,3,9.54,41.87,2,9.55,41.78,4,9.52,42.00
1,9.28,50.95,3,9.38,51.25,2,9.36,51.14,4,9.50,51.50
1,9.20,1:00.15,3,9.07,1:00.32,2,9.16,1:00.30,4,9.41,1:00.91
1,9.06,1:09.21,2,8.98,1:09.30,3,9.36,1:09.66,4,9.65,1:10.56
1,9.12,1:18.33,2,9.08,1:18.38,3,9.57,1:19.23,4,9.94,1:20.50
1,9.40,1:27.726,2,9.48,1:27.855,3,9.90,1:29.127,4,10.08,1:30.575
