Alica PORUBSKA POSITION,Alica PORUBSKA LAP TIME,Alica PORUBSKA ELAPSED TIME,Deanna SEE POSITION,Deanna SEE LAP TIME,Deanna SEE ELAPSED TIME,Ieva HAINO POSITION,Ieva HAINO LAP TIME,Ieva HAINO ELAPSED TIME,Deanna LOCKETT POSITION,Deanna LOCKETT LAP TIME,Deanna LOCKETT ELAPSED TIME
1,7.82,7.82,4,8.82,8.82,2,8.19,8.19,3,8.23,8.23
1,10.39,18.21,4,11.84,20.66,3,10.82,19.01,2,10.41,18.64
1,10.00,28.21,4,11.67,32.33,3,10.40,29.41,2,9.76,28.40
1,10.03,38.24,4,11.74,44.07,3,10.56,39.97,2,9.84,38.24
2,10.23,48.463,4,12.47,56.531,3,10.76,50.724,1,9.89,48.130
