LIANG Wenhao POSITION,LIANG Wenhao LAP TIME,LIANG Wenhao ELAPSED TIME,Teerit VONGKOVIT POSITION,Teerit VONGKOVIT LAP TIME,Teerit VONGKOVIT ELAPSED TIME,Robert SEIFERT POSITION,Robert SEIFERT LAP TIME,Robert SEIFERT ELAPSED TIME,Sebastian KLOSINSKI POSITION,Sebastian KLOSINSKI LAP TIME,Sebastian KLOSINSKI ELAPSED TIME
1,13.41,13.41,2,13.50,13.50,4,13.70,13.70,3,13.65,13.65
1,10.35,23.76,2,10.40,23.90,3,10.29,23.99,4,10.41,24.06
1,9.98,33.74,4,10.18,34.08,2,9.86,33.85,3,9.87,33.93
1,9.72,43.46,4,9.74,43.82,2,9.75,43.60,3,9.77,43.70
1,9.47,52.93,4,9.43,53.25,2,9.41,53.01,3,9.43,53.13
1,9.37,1:02.30,4,9.37,1:02.62,2,9.36,1:02.37,3,9.34,1:02.47
1,9.29,1:11.59,4,9.47,1:12.09,2,9.33,1:11.70,3,9.35,1:11.82
1,9.38,1:20.97,4,9.69,1:21.78,2,9.43,1:21.13,3,9.45,1:21.27
1,9.55,1:30.516,4,10.04,1:31.820,2,9.54,1:30.670,3,9.58,1:30.842
