Teppei KIKUCHI POSITION,Teppei KIKUCHI LAP TIME,Teppei KIKUCHI ELAPSED TIME,Yauheni RYZHOU POSITION,Yauheni RYZHOU LAP TIME,Yauheni RYZHOU ELAPSED TIME,KRUZBERGS Roberts POSITION,KRUZBERGS Roberts LAP TIME,KRUZBERGS Roberts ELAPSED TIME,Hazim SHAHRUM POSITION,Hazim SHAHRUM LAP TIME,Hazim SHAHRUM ELAPSED TIME,JONG Kwang Bom POSITION,JONG Kwang Bom LAP TIME,JONG Kwang Bom ELAPSED TIME
1,7.01,7.01,2,7.15,7.15,4,7.41,7.41,5,7.64,7.64,3,7.26,7.26
1,9.07,16.08,2,9.08,16.23,4,9.22,16.63,5,9.46,17.10,3,9.07,16.33
1,8.63,24.71,3,8.85,25.08,4,8.74,25.37,5,9.35,26.45,2,8.60,24.93
1,8.80,33.51,3,8.77,33.85,4,8.99,34.36,5,9.37,35.82,2,8.75,33.68
3,9.27,42.786,2,8.87,42.72,4,9.28,43.647,5,9.58,45.402,1,8.88,42.56
