Myrtille GOLLIN POSITION,Myrtille GOLLIN LAP TIME,Myrtille GOLLIN ELAPSED TIME,Anouk ZOUTENDIJK POSITION,Anouk ZOUTENDIJK LAP TIME,Anouk ZOUTENDIJK ELAPSED TIME,Sophia MILAN POSITION,Sophia MILAN LAP TIME,Sophia MILAN ELAPSED TIME,Olga MASKAIKINA POSITION,Olga MASKAIKINA LAP TIME,Olga MASKAIKINA ELAPSED TIME
0,14.961,14.961,0,15.247,15.247,0,15.247,15.247,0,14.989,14.989
0,11.333,26.294,0,11.213,26.460,0,11.258,26.505,0,11.334,26.323
0,10.274,36.568,0,10.197,36.657,0,10.313,36.819,0,10.185,36.508
0,10.004,46.572,0,10.131,46.789,0,9.944,46.763,0,10.177,46.685
0,10.326,56.898,0,10.390,57.178,0,10.360,57.123,0,10.403,57.088
0,10.168,1:07.066,0,10.201,1:07.379,0,10.140,1:07.263,0,10.076,1:07.163
0,10.337,1:17.403,0,10.281,1:17.660,0,10.409,1:17.672,0,10.538,1:17.701
0,21.076,1:38.478,0,10.521,1:28.180,0,10.406,1:28.077,0,10.372,1:28.073
0,10.646,1:49.125,0,10.705,1:38.885,0,10.698,1:38.776,0,10.607,1:38.680
