BLACKBURN Mackenzie POSITION,BLACKBURN Mackenzie LAP TIME,BLACKBURN Mackenzie ELAPSED TIME,Daisuke UEMURA POSITION,Daisuke UEMURA LAP TIME,Daisuke UEMURA ELAPSED TIME,Christiaan BOKKERINK POSITION,Christiaan BOKKERINK LAP TIME,Christiaan BOKKERINK ELAPSED TIME,Sergey PRANKEVICH POSITION,Sergey PRANKEVICH LAP TIME,Sergey PRANKEVICH ELAPSED TIME
1,6.78,6.78,2,6.93,6.93,4,7.25,7.25,3,7.17,7.17
1,9.20,15.98,2,9.15,16.08,4,9.45,16.70,3,9.02,16.19
1,8.78,24.76,2,8.78,24.86,4,8.98,25.68,3,8.78,24.97
1,8.95,33.71,2,8.93,33.79,4,9.14,34.82,3,8.98,33.95
1,9.16,42.861,2,9.22,43.008,4,9.27,44.085,3,9.16,43.107
