Ekaterina BELOVA POSITION,Ekaterina BELOVA LAP TIME,Ekaterina BELOVA ELAPSED TIME,Evgenia RADANOVA POSITION,Evgenia RADANOVA LAP TIME,Evgenia RADANOVA ELAPSED TIME,Anne MALTAIS POSITION,Anne MALTAIS LAP TIME,Anne MALTAIS ELAPSED TIME,Cherise WILKINS POSITION,Cherise WILKINS LAP TIME,Cherise WILKINS ELAPSED TIME
2,7.300,7.300,1,7.160,7.160,3,7.330,7.330,4,7.700,7.700
2,9.570,16.870,1,9.700,16.860,3,9.710,17.050,4,9.580,17.290
1,9.380,26.260,2,9.470,26.330,3,9.310,26.360,4,9.530,26.820
2,9.570,35.830,1,9.480,35.810,3,9.540,35.900,4,9.600,36.420
2,9.680,45.520,1,9.660,45.470,3,9.790,45.700,4,9.960,46.390
